OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.103,0.0, ,5,Standard,Standard,Standard,2024,VOLKSWAGEN,ID.4,2024 Volkswagen ID.4 SUV RWD,19097,2024-05-25 12:31:50.348814+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,JETTA,2024 Volkswagen Jetta 4 DR FWD,19098,2024-05-25 12:40:20.800201+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,1.33,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,JETTA GLI,2024 Volkswagen Jetta GLI 4 DR FWD,19099,2024-05-25 12:30:30.278697+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,TAOS,2024 Volkswagen Taos SUV FWD,19100,2024-05-25 12:31:50.348814+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,TAOS,2024 Volkswagen Taos SUV AWD,19101,2024-05-25 12:40:20.800201+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,TIGUAN,2024 Volkswagen Tiguan SUV FWD,19102,2024-05-25 12:40:20.800201+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLKSWAGEN,TIGUAN,2024 Volkswagen Tiguan SUV AWD,19103,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,C40 RECHARGE,2024 Volvo C40 Recharge 4 DR AWD,19275,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,C40 RECHARGE,2024 Volvo C40 Recharge 4 DR RWD,19276,2024-12-21 11:33:05.659837+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,S60 B5,2024 Volvo S60 B5 4 DR FWD,19277,2024-05-25 12:31:50.348814+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,S60 B5,2024 Volvo S60 B5 4 DR AWD,19278,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,S60 RECHARGE,2024 Volvo S60 Recharge 4 DR AWD,19279,2024-12-29 11:33:30.038202+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,S90 B6,2024 Volvo S90 B6 4 DR AWD,19282,2024-12-30 11:33:00.092872+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,S90 RECHARGE,2024 Volvo S90 Recharge 4 DR AWD,19283,2024-12-17 11:33:30.434063+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,V60 CROSS COUNTRY B5,2024 Volvo V60 Cross Country B5 SW AWD,19281,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,V60 RECHARGE POLESTAR ENGINEERED,2024 Volvo V60 Recharge Polestar Engineered SW AWD,19280,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,V90 CROSS COUNTRY B6,2024 Volvo V90 Cross Country B6 SW AWD,19284,2024-12-29 11:33:30.038202+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC40 B5,2024 Volvo XC40 B5 SUV AWD,19285,2024-05-25 12:40:20.800201+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,XC40 RECHARGE,2024 Volvo XC40 Recharge SUV AWD,19286,2024-12-26 11:38:15.587083+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2024,VOLVO,XC40 RECHARGE,2024 Volvo XC40 Recharge SUV RWD,19287,2024-12-26 11:38:15.587083+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC60 B5,2024 Volvo XC60 B5 SUV AWD,19288,2024-05-25 12:31:50.348814+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.13,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC60 RECHARGE,2024 Volvo XC60 Recharge SUV AWD,19289,2024-11-26 11:39:55.757134+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC90 B5,2024 Volvo XC90 B5 SUV AWD,19290,2024-05-25 12:40:20.800201+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC90 B6,2024 Volvo XC90 B6 SUV AWD,19291,2024-05-25 12:31:50.348814+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard,Standard,2024,VOLVO,XC90 RECHARGE,2024 Volvo XC90 Recharge SUV AWD,19292,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ACURA,ADX,2025 Acura ADX SUV FWD,20784,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ACURA,ADX,2025 Acura ADX SUV AWD,20785,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,ACURA,INTEGRA,2025 Acura INTEGRA 5 HB FWD,20067,2024-05-25 12:31:50.348814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.095,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,ACURA,INTEGRA TYPE-S,2025 Acura INTEGRA Type-S 5 HB FWD,20094,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,ACURA,MDX,2025 Acura MDX SUV FWD,20068,2024-05-25 12:40:20.800201+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard & Optional,Standard & Optional,2025,ACURA,MDX,2025 Acura MDX SUV AWD,20069,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.165,0.0,No Tip,5,Standard,Standard,Standard,2025,ACURA,RDX,2025 Acura RDX SUV FWD,20117,2024-07-28 13:21:48.077344+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.165,0.0,No Tip,5,Standard,Standard,Standard,2025,ACURA,RDX,2025 Acura RDX SUV AWD,20118,2024-07-28 13:21:48.077344+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.09,0.0,No Tip,5,Standard,Standard,Standard,2025,ACURA,TLX,2025 Acura TLX 4 DR FWD,20098,2024-07-12 10:45:48.152608+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.09,0.0,No Tip,5,Standard,Standard,Standard,2025,ACURA,TLX,2025 Acura TLX 4 DR AWD,20099,2024-07-12 10:45:48.152608+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,No,No,2025,ACURA,ZDX,2025 Acura ZDX SUV RWD,20782,2024-12-27 12:52:42.954254+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.087,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,ACURA,ZDX,2025 Acura ZDX SUV AWD,20783,2024-12-03 11:58:03.334985+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ALFA,GIULIA,2025 Alfa Giulia 4 DR RWD,20817,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ALFA,GIULIA,2025 Alfa Giulia 4 DR AWD,20818,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ALFA,STELVIO,2025 Alfa Stelvio SUV AWD,20187,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,ALFA,TONALE EAWD,2025 Alfa Tonale eAWD SUV AWD,20188,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A3,2025 Audi A3 4 DR FWD,20840,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A3,2025 Audi A3 4 DR AWD,20841,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,A4,2025 Audi A4 4 DR AWD,20592,2024-09-19 00:53:03.387345+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,AUDI,A4 ALLROAD,2025 Audi A4 allroad SW AWD,20594,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A5 SEDAN,2025 Audi A5 Sedan 4 DR FWD,20844,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A5 SEDAN,2025 Audi A5 Sedan 4 DR AWD,20845,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,A5 SPORTBACK,2025 Audi A5 Sportback 4 DR AWD,20595,2024-09-19 00:53:03.387345+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,A6 ALLROAD,2025 Audi A6 allroad SW AWD,20598,2024-09-19 00:53:03.387345+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A6 E-TRON,2025 Audi A6 e-tron 4 DR AWD,20847,2025-08-18 18:27:10.768206+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,A6 SEDAN,2025 Audi A6 Sedan 4 DR AWD,20600,2024-09-19 00:53:03.387345+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,AUDI,A7,2025 Audi A7 4 DR AWD,20602,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,A8 LWB,2025 Audi A8 LWB 4 DR AWD,20605,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,ALL-NEW Q5,2025 Audi All-new Q5 SUV AWD,20851,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,ALL-NEW Q5 SPORTBACK,2025 Audi All-new Q5 Sportback SUV AWD,20853,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,ALL-NEW SQ5,2025 Audi All-new SQ5 SUV AWD,20852,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,ALL-NEW SQ5 SPORTBACK,2025 Audi All-new SQ5 Sportback SUV AWD,20854,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q3,2025 Audi Q3 SUV AWD,20607,2024-09-19 00:53:03.387345+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.113,0.0,No Tip,3,Standard,Standard,Standard,2025,AUDI,Q4 E-TRON,2025 Audi Q4 e-tron SUV AWD,20608,2024-09-19 00:53:03.387345+00:00
Not Rated,4,5,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,3,Standard,Standard,Standard,2025,AUDI,Q4 E-TRON,2025 Audi Q4 e-tron SUV RWD,20609,2025-08-18 18:27:10.768206+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.113,0.0,No Tip,3,Standard,Standard,Standard,2025,AUDI,Q4 SPORTBACK E-TRON,2025 Audi Q4 Sportback e-tron SUV AWD,20610,2024-09-19 00:53:03.387345+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q5,2025 Audi Q5 SUV AWD,20611,2024-09-19 00:53:03.387345+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,Q5 PHEV,2025 Audi Q5 PHEV SUV AWD,20613,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q5 SPORTBACK,2025 Audi Q5 Sportback SUV AWD,20614,2024-09-19 00:53:03.387345+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.103,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q6 E-TRON,2025 Audi Q6 e-tron SUV AWD,20616,2025-06-24 13:06:09.862953+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.103,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q6 E-TRON,2025 Audi Q6 e-tron SUV RWD,20617,2025-06-24 13:06:09.862953+00:00
Not Rated,5,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.103,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,Q6 SPORTBACK E-TRON,2025 Audi Q6 Sportback e-tron SUV AWD,20619,2025-08-18 18:27:10.768206+00:00
5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q7,2025 Audi Q7 SUV AWD,20059,2024-05-25 12:31:50.348814+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q8,2025 Audi Q8 SUV AWD,20621,2024-09-19 00:53:03.387345+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q8 E-TRON,2025 Audi Q8 e-tron SUV AWD,20623,2024-09-19 00:53:03.387345+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,Standard,Standard,2025,AUDI,Q8 SPORTBACK E-TRON,2025 Audi Q8 Sportback e-tron SUV AWD,20625,2024-09-19 00:53:03.387345+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,RS 3,2025 Audi RS 3 4 DR AWD,20843,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,RS 5 SPORTBACK,2025 Audi RS 5 Sportback 4 DR AWD,20597,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,RS 6 AVANT PERFORMANCE,2025 Audi RS 6 Avant performance SW AWD,20599,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,RS 7 PERFORMANCE,2025 Audi RS 7 performance 4 DR AWD,20604,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,RS E-TRON GT PERFORMANCE,2025 Audi RS e-tron GT Performance 4 DR AWD,20850,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.159,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,RS Q8 PERFORMANCE,2025 Audi RS Q8 Performance SUV AWD,20712,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S E-TRON GT,2025 Audi S e-tron GT 4 DR AWD,20849,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S3,2025 Audi S3 4 DR AWD,20842,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,S4,2025 Audi S4 4 DR AWD,20593,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S5 SEDAN,2025 Audi S5 Sedan 4 DR AWD,20846,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.099,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,S5 SPORTBACK,2025 Audi S5 Sportback 4 DR AWD,20596,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S6 E-TRON,2025 Audi S6 e-tron 4 DR AWD,20848,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.089,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,S6 SEDAN,2025 Audi S6 Sedan 4 DR AWD,20601,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S7,2025 Audi S7 4 DR AWD,20603,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,AUDI,S8 LWB,2025 Audi S8 LWB 4 DR AWD,20606,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.164,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ5,2025 Audi SQ5 SUV AWD,20612,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.164,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ5 SPORTBACK,2025 Audi SQ5 Sportback SUV AWD,20615,2025-08-18 18:27:10.768206+00:00
Not Rated,5,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.103,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ6 E-TRON,2025 Audi SQ6 e-tron SUV AWD,20618,2025-08-18 18:27:10.768206+00:00
Not Rated,5,5,5,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.103,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ6 SPORTBACK E-TRON,2025 Audi SQ6 Sportback e-tron SUV AWD,20620,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.157,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ7,2025 Audi SQ7 SUV AWD,20060,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.158,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ8,2025 Audi SQ8 SUV AWD,20622,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.092,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ8 E-TRON,2025 Audi SQ8 e-tron SUV AWD,20624,2025-08-18 18:27:10.768206+00:00
Not Rated,4,4,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,Not Rated,0.092,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,AUDI,SQ8 SPORTBACK E-TRON,2025 Audi SQ8 Sportback e-tron SUV AWD,20626,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,2 SERIES GRAN COUPE,2025 BMW 2 Series Gran Coupe 4 DR FWD,20803,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,2 SERIES GRAN COUPE,2025 BMW 2 Series Gran Coupe 4 DR AWD,20804,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,No,No,2025,BMW,3 SERIES SEDAN,2025 BMW 3 Series Sedan 4 DR RWD,20085,2024-06-27 10:21:55.527523+00:00
